time_s,Fz_N,az_force_sign_m_s2,Q_at_calibration_mass,weak,strong
6.254039999999999599e-01,-4.281381271279336431e-01,-2.349066197551666346e-01,1.819108371012953196e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.293330000000000313e-01,-1.745337923174812289e-01,-9.709901301901666670e-01,2.220884382840366911e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.332680000000000531e-01,-5.468639936926482648e-01,-9.709901301901666670e-01,5.342509208210614702e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.372280000000000166e-01,-1.402551056705334531e-01,-3.643807778151667010e-01,1.654725866344773477e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.411270000000000024e-01,-1.793803485507030615e-01,-5.082405169551666990e-01,3.606253374371100939e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.451029999999999820e-01,1.311054286689774528e-01,-5.082405169551666990e-01,1.522095844190054414e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.491109999999999935e-01,-3.074111554354352904e-02,-7.432122098851666747e-01,1.823653407219266853e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.530449999999999866e-01,-8.211173042193209426e-02,-8.750836374301667053e-01,2.239204260685982817e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.569629999999999637e-01,3.459225140091390927e-01,-2.612805124301666448e-01,1.445460210758770359e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.608889999999999487e-01,-2.288675673426645574e-01,-1.095665820940166624e+00,2.613099000814447592e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.648260000000000280e-01,-3.203982520624748531e-02,-6.976562329901665471e-01,1.590523903027501795e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.687659999999999716e-01,-1.837300019488736780e-01,-6.976562329901665471e-01,9.059221484618902309e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.726860000000000062e-01,-4.683109861627325898e-01,-1.126837198840166643e+00,1.410038354590976084e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.766210000000000280e-01,-3.931896364484899209e-01,-6.664868192601666186e-01,2.165582638486707623e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.805369999999999475e-01,-6.244448048259148010e-01,-1.280287980090166755e+00,1.347443304629051219e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.845299999999999718e-01,-3.469335579118482116e-01,-9.302306564351665585e-01,1.126078471522829894e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.884400000000000519e-01,-6.538269047118099309e-01,-9.302306564351665585e-01,1.894715794465199776e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.923949999999999827e-01,-4.524520614634450766e-01,-1.131629773640166592e+00,1.510209610934559699e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.963549999999999462e-01,-2.257280921524404960e-01,-8.798791584851666236e-01,1.470449086302718911e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.003099999999999881e-01,-5.165406013198960977e-01,-8.798791584851666236e-01,3.838189759411059221e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.042199999999999571e-01,-1.022514921416917133e-01,-5.298198706601666697e-01,6.381605616731040875e+00,0.000000000000000000e+00,0.000000000000000000e+00
